,ko00540,ko02010,ko00290,ko04122,ko00630,ko04540,ko00521,ko05204,ko03020,ko00362,ko04626,ko00620,ko04011,ko00250,ko04112,ko00260,ko03030,ko00330,ko00520,ko00440,ko04146,ko00030,ko02040,ko00564,ko00740,ko00340,ko00590,ko05134,ko00790,ko03430,ko00910,ko00770,ko00300,ko00860,ko05110,ko03420,ko00310,ko03018,ko00680,ko00311,ko04066,ko00670,ko00240,ko05111,ko02030,ko04070,ko00480,ko00071,ko03440,ko00020,ko00052,ko00627,ko03410,ko00550,ko02060,ko04974,ko00780,ko05142,ko00960,ko01053,ko00750,ko00660,ko00281,ko00791,ko04510,ko00908,ko00561,ko00040,ko05150,ko00760,ko00940,ko00500,ko00450,ko04142,ko01040,ko00785,ko00511,ko00930,ko00360,ko00361,ko00633,ko04010,ko00920,ko03060,ko00430,ko04113,ko05340,ko05143,ko00941,ko00363,ko00983,ko00625,ko00640,ko00062,ko03013,ko00562,ko00720,ko00945,ko04740,ko00140,ko00380,ko04514,ko04151,ko05203,ko04330,ko00591,ko00460,ko04310,ko04144,ko05200,ko05030,ko00510,ko00120,ko05100,ko04080,ko05010,ko04910,ko05219,ko04141,ko03040,ko00600,ko04111,ko05014,ko04110,ko04520,ko04976,ko04630,ko00621,ko05132,ko04210,ko03050,ko00830,ko00053,ko00565,ko00906,ko05032,ko00563,ko04145,ko04940,ko00100,ko04020,ko04270,ko00710,ko04810,ko05012,ko04710,ko00514,ko05146,ko04114,ko03015,ko05152,ko04120,ko00195,ko05322,ko04340,ko00513,ko05202,ko05133,ko04012,ko05016,ko04140,ko03008,ko04512,ko05034,ko00232,ko04621,ko04530,ko00531,ko05310,ko04150,ko04260,ko04115,ko00624,ko03022,ko05166,ko04130,ko03450,ko04970,ko04360,ko04972,ko03320,ko05130,ko05144,ko04350,ko04380,ko04064,ko00622,ko05131,ko00312,ko04612,ko00592,ko04062,ko05410,ko05412,ko04013,ko00253,ko00532,ko04610,ko00601,ko00534,ko05161,ko04623,ko04666,ko04744,ko04973,ko05168,ko04672,ko00909,ko04060,ko04742,ko00512,ko04723,ko04075,ko00901,ko00643,ko00364,ko00984,ko04962,ko05160,ko05164,ko05222,ko05020,ko04622,ko00522,ko04975,ko04971,ko00603,ko00904,ko04650,ko00980,ko05215,ko04670,ko04722,ko04950,ko04320,ko04930,ko00533,ko04964,ko04712,ko04614,ko02020,ko00280,ko00970,ko00230,ko03070,ko00650,ko00051,ko00190,ko00400,ko00730,ko00010,ko00061,ko03010,ko00270,ko00130,ko05120,ko00900,ko00350,ko04640,ko04966,ko00903,ko01057,ko00351,ko00523,ko01056,ko05323,ko04912,ko00196,ko04711,ko05211,ko04370,ko05416,ko05145,ko04960,ko05220,ko00604,ko04745,ko05169,ko05320
TT0015,4,53,7,2,2,0,0,4,20,0,0,12,0,13,64,17,12,2,2,0,0,18,8,14,6,18,4,8,14,2,4,14,2,2,0,12,8,18,2,0,0,0,2,0,0,0,4,0,10,1,4,0,6,16,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0,2,2,0,0,0,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,37,26,10,4,8,8,9,0,30,6,10,220,10,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0016,202,1387,188,152,81,0,42,38,244,2,20,308,13,406,384,504,381,161,247,5,104,241,3,167,114,115,0,15,124,97,155,84,191,89,0,212,109,389,78,2,51,87,226,53,63,42,140,0,351,59,160,4,109,323,181,3,68,0,0,11,35,4,0,0,10,21,108,79,21,156,12,173,23,19,9,11,29,0,0,0,3,1,5,19,0,2,1,0,0,0,0,0,1,0,29,4,26,0,2,0,2,0,38,28,0,0,0,1,1,22,0,1,0,0,2,5,6,2,0,50,2,1,3,3,0,0,0,0,24,0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,48,843,588,246,9,135,198,217,81,261,141,504,572,106,60,171,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0017,2,20,0,0,0,0,0,0,0,0,0,0,0,10,90,32,18,1,2,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,2,0,0,10,2,1,0,8,8,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,2,4,0,4,10,4,2,1,0,9,212,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0018,9554,156250,34357,16727,4718,4,10548,1214,40966,1990,6170,32970,612,70986,34174,72713,57422,23910,26748,1594,16416,30455,2796,18636,9596,16216,1350,4804,17006,9112,16400,15500,30152,33192,258,35818,10446,58758,7682,940,16708,14524,32186,2242,7674,4278,15325,1264,34524,15888,22494,948,17160,37852,30128,268,3118,3164,32,8556,5412,20,2452,252,14,3238,11582,4348,2808,18846,1290,15090,4372,2758,1836,1964,1750,218,1632,500,1076,0,2062,3570,294,982,634,40,124,44,152,54,1250,0,3314,1866,7965,1886,0,248,340,0,4456,4860,0,96,188,0,116,4332,138,1124,0,190,6,402,424,254,46,8,258,4,0,0,0,0,0,0,306,226,1738,14,158,12,0,0,0,0,4,0,0,0,2,0,6,0,2,42,0,2,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,30,2,172,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67974,15232,136900,82862,50386,4094,19518,39712,37846,15466,44064,19910,91227,45530,15782,2452,24496,7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0019,152,10938,2507,1276,168,0,857,11,2838,69,426,2532,38,5374,2494,5235,4550,1440,2133,124,1104,2194,79,1193,747,1129,26,396,1331,650,823,1028,1961,2183,0,2851,740,4384,556,23,1450,1057,2430,107,214,262,1117,12,2323,1052,1737,40,1365,2951,2754,19,159,250,5,587,406,1,4,1,6,213,895,394,267,1267,79,1148,323,121,51,192,200,3,21,1,25,1,52,271,0,87,42,0,1,1,5,0,12,0,249,32,627,169,2,1,7,0,373,313,1,0,0,3,10,271,1,137,1,26,6,17,47,13,6,18,6,6,2,4,6,0,0,0,19,35,154,6,28,5,1,0,1,1,4,3,2,0,0,1,16,0,7,0,0,0,0,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,2,1,0,0,3,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4244,716,10377,6258,2834,262,1351,2555,2876,1162,3441,1326,7292,3452,1129,125,1808,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TT0021,222,2686,312,190,136,0,128,42,404,0,46,611,6,750,382,770,516,336,354,32,152,430,202,232,100,134,22,4,150,108,182,130,304,230,14,232,124,513,78,6,106,120,308,84,186,56,222,32,399,100,372,2,172,500,620,0,74,32,6,154,86,2,10,0,2,26,190,208,34,228,32,338,48,38,32,54,34,0,48,20,78,0,42,24,2,2,8,0,0,0,0,6,38,0,58,2,58,4,0,4,12,0,74,68,0,0,0,0,0,28,0,0,0,68,0,0,0,6,0,16,0,0,2,0,0,0,0,0,24,12,0,0,62,0,0,0,0,0,16,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,168,1283,954,674,14,206,392,278,154,526,224,740,648,158,54,224,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0025,2738,27218,5694,2876,788,0,1686,202,6746,30,1040,5796,116,12167,5850,11913,9159,3618,4820,216,2924,5340,96,3735,2146,2812,148,740,3018,1876,2990,2536,4682,5308,2,5838,1860,9899,1584,32,2238,2386,5342,568,674,730,2785,58,7060,2622,2904,40,2994,6632,4428,44,1068,406,0,892,854,4,76,18,20,424,2060,1582,256,3424,242,2598,692,250,338,334,224,2,130,4,160,4,480,499,8,126,262,0,0,0,0,2,108,0,480,228,1164,270,6,0,30,0,938,640,0,0,0,0,0,838,0,228,0,24,0,32,72,66,10,76,38,0,8,4,0,0,2,0,196,30,262,4,76,0,0,0,0,0,6,0,2,0,14,0,0,0,0,28,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10102,1616,21984,14789,6894,474,3008,6731,5912,2567,7856,3208,14684,7582,3100,578,4368,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0029,0,6,0,0,0,0,4,0,0,0,0,5,0,10,146,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,6,3,2,0,4,0,0,4,12,0,3,0,6,0,4,2,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,6,1,6,9,0,8,0,0,0,2,0,0,354,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0030,2756,42838,6102,3360,1892,0,2470,528,8706,906,1146,9220,254,14250,7224,15373,11940,7642,6684,682,2962,7068,1368,3474,1882,4048,538,580,3004,2720,3048,3114,6740,7984,114,5942,1414,9904,1622,610,2964,3116,7637,650,3806,1016,3152,494,7817,2690,5726,572,3668,9116,7600,62,1314,328,132,1340,1142,6,1306,124,2,578,3356,1318,1380,4096,500,5370,1114,1072,204,548,946,108,724,326,326,0,784,762,152,50,216,30,48,38,46,54,478,0,736,434,1570,272,0,168,60,0,584,1036,0,48,132,0,90,698,90,128,2,214,2,24,310,76,14,14,32,0,2,4,2,0,0,112,90,62,126,8,64,12,0,0,0,0,6,0,2,0,8,0,8,0,0,20,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,54,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20073,5262,28701,18438,12807,962,3512,8501,7054,3099,8530,4772,20088,10180,2878,1100,4582,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0031,82,560,40,33,19,0,83,0,172,0,39,167,8,304,206,237,225,103,120,2,54,103,52,48,44,100,7,14,57,57,22,69,70,201,0,160,38,226,36,0,54,83,163,1,93,23,39,0,153,139,67,5,58,149,33,28,55,3,0,1,13,1,14,2,7,26,34,33,0,101,12,86,23,41,0,4,24,0,9,0,0,1,0,19,0,7,4,0,0,0,0,0,6,0,9,3,45,0,0,1,25,0,29,11,0,0,0,0,0,7,0,7,0,1,0,0,2,0,1,19,4,0,1,0,0,0,0,0,10,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,72,588,355,176,29,132,139,91,73,160,105,370,264,17,35,107,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0033,2412,48658,8402,3596,1116,0,4038,58,10866,302,1572,10150,300,17448,10174,15772,16238,5680,8796,602,2702,8900,108,4716,1886,4662,368,894,4054,3832,1944,3450,8472,6362,2,8834,1598,13104,1796,240,3681,4007,10645,578,1428,1144,2760,50,9726,3410,8558,254,4434,12140,10590,232,1198,244,8,632,1603,12,54,22,14,672,4322,2010,2330,4686,874,8000,1338,1206,90,580,1790,0,166,10,362,4,242,934,0,64,308,0,4,0,30,0,66,0,836,452,2275,82,0,0,56,0,610,1236,2,0,0,0,6,574,0,212,0,352,6,46,270,212,52,18,16,0,0,0,2,0,0,8,120,138,234,12,158,4,8,0,2,6,14,0,0,4,94,2,2,4,0,20,0,0,2,0,4,12,4,0,0,0,0,0,0,0,0,0,0,106,0,116,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15493,3238,37562,23762,10145,948,4322,11911,8922,3784,9312,5538,27294,12776,2668,1340,6110,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0034,3612,23951,4654,2134,888,0,2056,286,6334,238,1244,7024,146,10632,5656,10616,8488,4272,4254,278,2472,4835,300,2292,1394,2394,386,944,1970,1800,2616,2032,4852,5270,26,4520,1308,7483,1242,112,1644,2066,4969,452,1100,1064,2018,144,5922,2860,3148,124,2574,6090,3534,156,926,94,18,378,834,26,344,20,2,412,1826,766,422,3404,256,3276,646,628,238,280,338,40,300,42,258,2,622,596,38,30,102,0,6,12,34,8,314,0,542,178,1296,67,0,24,118,0,480,584,0,6,10,0,2,490,14,86,6,20,0,10,114,72,14,22,12,0,0,2,0,0,0,0,138,14,74,10,54,0,6,0,0,0,4,0,0,0,12,2,2,4,0,20,0,4,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10292,1962,20870,12930,7416,460,2140,8306,5022,2074,5736,3260,13386,6736,2268,644,3556,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0038,548,9384,1420,764,478,0,594,160,1954,216,280,1730,59,3066,1738,3554,2812,1660,1384,134,692,1502,304,1050,424,960,144,130,736,532,772,676,1702,1470,54,1396,418,2394,350,108,678,684,1602,112,894,262,678,112,1646,542,1286,98,934,2040,1870,0,230,66,6,404,296,8,288,26,6,114,712,394,420,924,88,1194,204,258,72,140,220,32,174,82,84,0,204,128,46,20,66,10,38,4,6,4,118,0,236,64,318,62,0,26,24,0,138,220,0,14,38,0,4,196,28,42,0,40,0,4,18,4,0,16,6,0,0,6,0,0,0,0,22,36,26,0,26,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4704,1066,6042,4018,2686,218,1008,1994,1622,634,2018,966,4042,2350,612,208,1066,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0040,2,11,0,2,0,0,0,0,0,0,2,2,0,8,52,0,2,1,2,0,4,0,0,0,0,1,0,0,0,2,0,1,1,0,0,4,0,3,0,0,1,0,6,0,2,4,2,0,9,10,10,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,15,15,5,2,0,2,6,0,2,1,10,248,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0042,30,278,50,8,32,0,14,0,49,2,8,31,0,88,56,90,72,36,41,6,22,38,2,22,12,26,0,8,7,18,12,22,30,40,0,24,24,75,6,0,6,10,37,10,14,6,24,6,28,14,32,0,14,44,32,4,8,4,0,0,4,0,0,6,2,0,4,14,0,30,0,22,4,8,6,4,2,0,2,6,8,0,2,0,0,0,0,0,0,0,6,0,4,0,8,0,16,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,16,208,114,42,0,32,46,32,18,22,30,98,390,12,10,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0043,88,828,98,72,40,0,60,6,108,28,24,136,0,318,156,268,193,114,116,10,46,104,34,65,40,76,18,24,62,42,82,78,138,164,4,132,38,205,36,8,54,56,113,32,64,8,52,6,158,72,58,10,78,144,86,0,10,12,0,38,28,0,22,6,0,20,40,14,22,82,2,84,16,6,2,4,6,4,22,2,6,0,20,6,2,0,2,2,4,0,2,0,6,0,12,18,46,10,0,2,4,0,20,34,0,4,2,0,0,4,0,4,0,2,4,4,0,0,2,22,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,70,412,406,238,14,86,186,104,56,212,96,278,421,84,24,64,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0045,292,3013,358,185,327,0,136,100,525,190,75,534,18,841,448,1165,520,883,276,61,275,314,278,246,105,327,81,40,115,137,357,193,429,681,28,237,124,471,100,79,132,148,242,46,758,46,168,73,374,246,93,101,206,430,241,4,101,21,5,216,110,0,288,21,4,29,247,92,38,233,33,278,44,18,43,14,6,24,170,62,22,4,146,46,38,0,20,5,32,5,24,5,80,0,54,102,55,35,0,15,21,0,53,58,0,19,29,0,1,54,15,8,0,1,0,2,2,0,0,23,0,0,0,0,0,0,0,5,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2375,746,1168,1015,1499,110,256,715,378,107,557,372,598,725,214,64,175,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0048,44,474,96,74,0,0,42,4,130,6,30,101,0,254,176,217,238,76,98,6,54,100,0,34,36,64,2,14,36,34,32,28,78,80,0,102,18,152,2,0,27,64,101,4,16,34,56,4,125,42,64,4,52,136,94,12,26,8,0,16,34,0,24,2,0,8,28,28,10,42,2,74,0,10,0,11,24,0,0,0,0,0,4,12,4,0,4,0,0,0,0,0,0,0,28,6,52,0,2,2,0,0,12,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,26,326,253,134,0,63,178,94,58,115,42,205,394,46,18,58,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0049,70,566,86,58,36,0,18,8,72,0,10,72,4,174,106,234,160,58,107,4,44,84,0,34,24,44,0,0,28,32,74,22,56,22,0,44,10,130,38,4,20,34,66,12,34,10,69,2,126,22,32,4,38,103,84,0,40,4,0,4,8,0,0,0,0,0,30,18,18,54,0,62,16,12,4,0,6,0,0,0,0,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,8,0,0,0,2,2,8,0,4,0,0,0,0,0,2,0,16,0,0,4,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,14,345,200,64,0,30,88,82,27,130,40,147,76,48,20,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0051,0,17,0,1,0,0,2,0,4,1,0,12,1,6,22,14,6,0,1,0,0,0,0,0,1,2,0,0,3,6,0,3,7,2,0,3,2,9,0,0,3,3,2,0,2,1,2,0,1,1,2,0,1,6,4,1,0,0,0,3,1,0,0,0,0,2,4,0,3,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,5,13,0,0,8,2,0,1,1,12,148,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TT0053,1146,5898,492,362,320,0,706,2,1942,18,302,1464,90,2928,2006,2534,2158,1166,1506,30,554,1210,528,654,506,1290,80,200,462,734,130,702,1314,2476,0,1578,354,2534,408,0,522,554,1676,60,586,144,423,8,1377,1162,752,16,670,1824,264,306,592,42,0,34,332,64,154,2,8,252,272,576,12,1322,98,942,262,516,2,80,242,0,210,2,42,0,70,252,34,38,14,0,0,2,2,0,126,0,184,14,329,4,0,8,140,0,262,78,0,0,4,0,4,24,0,216,0,6,0,0,40,0,38,8,14,0,2,0,0,0,0,0,118,4,0,0,8,0,0,0,0,6,0,0,0,0,0,2,0,0,0,44,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,932,6518,3656,2041,146,1458,1215,850,716,1623,1006,4079,1248,256,390,1234,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
